isoform	p-value_lowest	effector_score
SNOO_031610A_2	0.003016645	-3.088
SNOO_304900A_1	0.025286278	-0.834
SNOO_304900A_2	0.044762816	-0.834
SNOO_147990A_1	0.183939721	0.005
SNOO_038010A_1	0.367879441	-3.046
SNOO_099230A_1	0.042308923	-3.416
SNOO_099230A_2	0.050375059	-3.416
SNOO_002750A_1	0.367879441	-2.142
SNOO_028530A_1	0.002077283	-3.161
SNOO_028530A_2	0.008218831	-3.161
SNOO_007410A_1	0.012862918	-2.931
SNOO_054970A_1	0.076033426	-1.86
SNOO_054970A_2	0.082649245	-1.86
SNOO_054970A_3	0.036614155	-1.86
SNOO_157140A_1	0.060775828	-2.938
SNOO_157140A_2	0.012862918	-2.938
SNOO_157140A_3	0.037593865	-2.938
SNOO_031920A_1	0.017850762	-2.026
SNOO_501780_1	0.013780019	-3.346
SNOO_501780_2	0.042042987	-3.346
SNOO_405750A_1	0.057265031	-2.284
SNOO_405750A_2	0.057265031	-2.284
SNOO_401590A_1	0.367879441	0.169
SNOO_058050A_1	0.006116059	-1.793
SNOO_427330A_1	0.028333304	-3.346
SNOO_427330A_2	0.013836361	-3.346
SNOO_431700A_1	0.019494947	-2.565
SNOO_431700A_2	0.012925191	-2.565
SNOO_553380_1	0.034557257	-2.732
SNOO_553380_2	0.01826014	-2.732
SNOO_553380_3	0.011529762	-2.732
SNOO_130280A_1	0.203050341	-3.5
SNOO_435500A_1	0.011392076	-1.712
SNOO_435500A_2	0.014590149	-1.712
SNOO_141450A_1	0.028333304	-2.173
SNOO_141450A_2	0.025859921	-2.173
SNOO_507970_1	0.011392076	-3.346
SNOO_507970_2	0.087051814	-3.346
SNOO_647280_1	0.007116374	-2.745
SNOO_099910A_1	0.367879441	-3.284
SNOO_126980A_1	0.005230165	-2.98
SNOO_126980A_2	0.008786493	-2.98
SNOO_153060A_1	0.147877577	-0.187
SNOO_516550_1	0.080739919	-3.362
SNOO_516550_2	0.001410919	-3.362
SNOO_516550_3	0.008029536	-3.362
SNOO_516550_4	0.003188115	-3.362
SNOO_516550_5	0.026507099	-3.362
SNOO_516550_6	0.035373023	-3.362
SNOO_516550_7	0.027787166	-3.362
SNOO_000790A_1	0.000587057	-2.752
SNOO_000790A_2	0.013836361	-2.752
SNOO_113200A_1	0.027671891	-3.147
SNOO_113200A_2	0.038766751	-3.147
SNOO_113200A_3	0.031242216	-3.147
SNOO_164960A_1	0.021350807	-2.737
SNOO_055370A_1	0.012862918	-2.081
SNOO_055370A_2	0.035373023	-2.081
SNOO_055370A_3	0.034938971	-2.081
SNOO_120570A_1	0.00305622	-3.379
SNOO_053540A_1	0.157276519	-2.301
SNOO_308620A_1	0.025390156	-2.024
SNOO_308620A_2	0.038851099	-2.024
SNOO_153660A_1	0.012966099	-2.8
SNOO_153660A_2	0.012862918	-2.8
SNOO_437650A_1	0.003283959	-0.174
SNOO_437650A_2	0.003283959	-0.174
SNOO_141750A_1	0.111478619	-3.266
SNOO_097560A_1	0.030659534	-3.085
SNOO_097560A_2	0.020669377	-3.085
SNOO_086450A_1	0.018115157	-1.219
SNOO_086450A_2	0.071229217	-1.219
SNOO_305000A_1	0.001554541	-3.28
SNOO_417400A_1	0.010628576	-3.362
SNOO_505030_1	0.002308021	-2.747
SNOO_505030_2	0.007692437	-2.747
SNOO_505030_3	0.018735864	-2.747
SNOO_635830_1	0.002156775	-2.75
SNOO_635830_2	0.048951049	-2.75
SNOO_635830_3	0.002294129	-2.75
SNOO_114490A_1	0.077177502	-3.032
SNOO_114490A_2	0.077177502	-3.032
SNOO_632380_1	0.367879441	-2.068
SNOO_447830A_1	0.03533948	-3.048
SNOO_447830A_2	0.025859921	-3.048
SNOO_505860_1	0.020358965	-2.806
SNOO_129310A_1	0.015074995	-3.361
SNOO_129310A_2	0.002602573	-3.361
SNOO_163050A_1	0.012026042	-2.971
SNOO_163050A_2	0.004116602	-2.971
SNOO_127440A_1	0.023389583	-2.472
SNOO_059930A_1	0.367879441	-2.597
SNOO_650490_1	0.00741612	-2.512
SNOO_412870A_1	0.047584283	-2.747
SNOO_045160A_1	0.367879441	-2.787
SNOO_031120A_1	0.024054405	-2.558
SNOO_031120A_2	0.026604902	-2.558
SNOO_128530A_1	0.004877023	-2.067
SNOO_128530A_2	0.000137029	-2.067
SNOO_153090A_1	0.106633842	-1.649
SNOO_406560A_1	0.367879441	-1.99
SNOO_304180A_1	0.024904572	-3.234
SNOO_433120A_1	0.084136393	-2.787
SNOO_114700A_1	0.028543236	-2.281
SNOO_114700A_2	0.007893441	-2.281
SNOO_114700A_3	0.006611816	-2.281
SNOO_512800_1	0.000263873	-2.789
SNOO_512800_2	0.001841491	-2.789
SNOO_439370A_1	0.008018941	-3.105
SNOO_439370A_2	0.006136284	-3.105
SNOO_054460A_1	0.03036192	-1.825
SNOO_054460A_2	0.03036192	-1.825
SNOO_406230A_1	0.142795309	-2.371
SNOO_447930A_1	0.03347167	-2.085
SNOO_021230A_1	0.043896647	-2.701
SNOO_028630A_1	0.054848529	-3.239
SNOO_122490A_1	0.367879441	-1.149
SNOO_581820_1	0.367879441	-2.684
SNOO_086670A_1	0.367879441	0.357
SNOO_419620A_1	0.002345831	-1.36
SNOO_419620A_2	0.002345831	-1.36
SNOO_517610_1	0.367879441	-3.151
SNOO_097180A_1	0.006717355	-2.263
SNOO_513720_1	0.036461798	-2.331
SNOO_425810A_1	0.093645657	-2.168
SNOO_425810A_2	0.035373023	-2.168
SNOO_441440A_1	0.042369612	-1.936
SNOO_441440A_2	0.0290938	-1.936
SNOO_302640A_1	0.096852886	-2.337
SNOO_050030A_1	0.011009154	-3.346
SNOO_536050_1	0.003557915	-2.98
SNOO_536050_2	0.024975438	-2.98
SNOO_536050_3	0.030670844	-2.98
SNOO_536050_4	0.032999172	-2.98
SNOO_536050_5	0.028137688	-2.98
SNOO_536050_6	0.009025629	-2.98
SNOO_159810A_1	0.014277389	-2.557
SNOO_124100A_1	0.018279813	-3.28
SNOO_124100A_2	0.018279813	-3.28
SNOO_148810A_1	0.002937075	-3.278
SNOO_148810A_2	0.001060971	-3.278
SNOO_113940A_1	0.142795309	-3.085
SNOO_144410A_1	0.175298257	-2.322
SNOO_138860A_1	0.007731771	-1.363
SNOO_138860A_2	0.007888205	-1.363
SNOO_047980A_1	0.0473349	-2.972
SNOO_047980A_2	0.044505689	-2.972
SNOO_549820_1	0.004472523	-3.271
SNOO_115780A_1	0.025765281	-3.419
SNOO_115780A_2	0.051813527	-3.419
SNOO_413510A_1	0.038597553	-3.208
SNOO_413510A_2	0.01804565	-3.208
SNOO_078850A_1	0.005634716	-2.945
SNOO_033550A_1	0.035373023	-2.706
SNOO_018500A_1	0.095696123	-0.361
SNOO_016980A_1	0.035373023	-3.416
SNOO_016980A_2	0.035373023	-3.416
SNOO_301070A_1	0.032761912	-2.832
SNOO_301070A_2	0.026843951	-2.832
SNOO_025390A_1	0.039066128	-2.497
SNOO_434070A_1	0.035373023	-2.564
SNOO_141540A_1	0.001227794	-0.938
SNOO_141540A_2	0.013261753	-0.938
SNOO_034580A_1	0.367879441	-2.025
SNOO_428770A_1	0.082171731	-2.494
SNOO_300970A_1	0.052096047	-1.222
SNOO_300970A_2	0.024989054	-1.222
SNOO_508810_1	0.023556514	-0.388
SNOO_508810_2	0.023556514	-0.388
SNOO_534900_1	0.029313518	-1.798
SNOO_104180A_1	0.074065043	-3.165
SNOO_104180A_2	0.061142739	-3.165
SNOO_104180A_3	0.101180525	-3.165
SNOO_502520_1	0.042839078	0.293
SNOO_502520_2	0.074969662	0.293
SNOO_009640A_1	0.367879441	-3.359
SNOO_134600A_1	0.132677352	-3.28
SNOO_112020A_1	0.011959604	-2.691
SNOO_104330A_1	0.012713073	-3.041
SNOO_097270A_1	0.006789688	-3.013
SNOO_109810A_1	0.036619595	3.038
SNOO_109810A_2	0.046909803	3.038
SNOO_519600_1	0.024772974	-2.351
SNOO_089980A_1	0.014606944	-3.188
SNOO_089980A_2	0.033289447	-3.188
SNOO_410050A_1	0.010355543	-1.516
SNOO_509670_1	0.126991461	-1.782
SNOO_023820A_1	0.074164743	-3.462
SNOO_023820A_2	0.063691046	-3.462
SNOO_134000A_1	0.006073029	-3.37
SNOO_134000A_2	0.035373023	-3.37
SNOO_134000A_3	0.012452163	-3.37
SNOO_055050A_1	0.080674995	-2.682
SNOO_055050A_2	0.059748131	-2.682
SNOO_559050_1	0.367879441	-1.816
SNOO_131260A_1	0.367879441	2.332
SNOO_123670A_1	0.018393072	-2.522
SNOO_123670A_2	0.035373023	-2.522
SNOO_056250A_1	0.051223395	-1.121
SNOO_056250A_2	0.019249517	-1.121
SNOO_056250A_3	0.021842649	-1.121
SNOO_406610A_1	0.233304007	-1.507
SNOO_035150A_1	0.014277389	-3.115
SNOO_035150A_2	0.006617395	-3.115
SNOO_035150A_3	0.085666145	-3.115
SNOO_016930A_1	0.011845927	-2.098
SNOO_016930A_2	0.026866698	-2.098
SNOO_427760A_1	0.002531002	-2.955
SNOO_616660_1	0.367879441	-2.794
SNOO_162380A_1	0.012614752	-3.138
SNOO_619230_1	0.367879441	-2.788
SNOO_020290AB_1	0.367879441	-3.181
SNOO_110770A_1	0.035373023	-3.041
SNOO_014350A_1	0.022003607	-1.504
SNOO_406130A_1	0.043944528	-2.096
SNOO_407970A_1	0.039350577	-3.042
SNOO_407970A_2	0.039350577	-3.042
SNOO_094840A_1	0.010974464	-2.864
SNOO_143080A_1	0.012862918	0.727
SNOO_143080A_2	0.012862918	0.727
SNOO_420340A_1	0.022952563	-3.048
SNOO_420340A_2	0.015282893	-3.048
SNOO_440540A_1	0.030205097	-3.091
SNOO_440540A_2	0.00473337	-3.091
SNOO_092740A_1	0.030770494	-3.184
SNOO_078140A_1	0.02064703	-2.567
SNOO_078140A_2	0.039009783	-2.567
SNOO_442710A_1	0.044139486	-2.54
SNOO_161300A_1	0.125554127	-3.091
SNOO_504590_1	0.030655363	-2.967
SNOO_504590_2	0.008317866	-2.967
SNOO_163420A_1	0.001530959	-3.328
SNOO_163420A_2	0.048951049	-3.328
SNOO_145690A_1	0.018775794	0.057
SNOO_145690A_2	0.017574956	0.057
SNOO_133900A_1	0.012862918	-2.666
SNOO_133900A_2	0.076388138	-2.666
SNOO_513330_1	0.017097601	-1.381
SNOO_513330_2	0.005556227	-1.381
SNOO_121540A_1	0.009331672	-3.17
SNOO_098770A_1	0.367879441	-2.175
SNOO_093150A_1	0.000570586	0.083
SNOO_093150A_2	0.001197899	0.083
SNOO_107320A_1	0.01715665	-3.088
SNOO_414220A_1	0.037645181	-2.439
SNOO_414220A_2	0.037645181	-2.439
SNOO_112340A_1	0.051774657	-2.514
SNOO_501420_1	0.142795309	-0.657
SNOO_142890A_1	0.048951049	-1.953
SNOO_142890A_2	0.048951049	-1.953
SNOO_136330AB_1	0.018571646	-2.627
SNOO_012340A_1	0.031431728	-1.534
SNOO_012340A_2	0.031042154	-1.534
SNOO_409360A_1	0.001138892	-2.772
SNOO_409360A_2	0.003432915	-2.772
SNOO_026290A_1	0.367879441	-3.463
SNOO_063710A_1	0.090141424	-3.338
SNOO_041230A_1	0.01425089	-0.45
SNOO_041230A_2	0.014242348	-0.45
SNOO_041230A_3	0.03239105	-0.45
SNOO_105630A_1	0.012862918	-3.134
SNOO_160780A_1	0.039518791	-1.8
SNOO_008370A_1	0.033432944	-3.346
SNOO_008370A_2	0.033432944	-3.346
SNOO_442340A_1	0.046709573	-2.098
SNOO_007290A_1	0.029314223	-3.362
SNOO_007290A_2	0.028350764	-3.362
SNOO_419330A_1	0.057491439	-1.741
SNOO_419330A_2	0.049081113	-1.741
SNOO_088760A_1	0.003617081	2.335
SNOO_303250A_1	0.053143455	-3.041
SNOO_118700A_1	0.048755945	-1.728
SNOO_118700A_2	0.035058689	-1.728
SNOO_404150A_1	0.367879441	-2.554
SNOO_428610A_1	0.028908693	-2.757
SNOO_428610A_2	0.016645566	-2.757
SNOO_428610A_3	0.03041525	-2.757
SNOO_107120A_1	0.002627032	-2.686
SNOO_007890A_1	0.019336972	-3.038
SNOO_413580A_1	0.068678346	-2.265
SNOO_071180A_1	0.062273413	-2.875
SNOO_071180A_2	0.051223395	-2.875
SNOO_127480A_1	0.030219719	2.435
SNOO_071750A_1	0.367879441	-3.088
SNOO_504920_1	0.009967956	-1.507
SNOO_504920_2	0.029251099	-1.507
SNOO_504920_3	0.05127817	-1.507
SNOO_504920_4	0.016686096	-1.507
SNOO_037890AB_1	0.036035366	-3.048
SNOO_037890AB_2	0.022015535	-3.048
SNOO_132690A_1	0.004509122	-1.804
SNOO_132690A_2	0.012444004	-1.804
SNOO_036610A_1	0.062136304	-0.312
SNOO_054900A_1	0.367879441	0.819
SNOO_142140A_1	0.097040793	-2.469
SNOO_074340A_1	0.367879441	-2.93
SNOO_113340A_1	0.367879441	-2.51
SNOO_014460A_1	0.052535769	-2.784
SNOO_302890A_1	0.073257378	-0.573
SNOO_302890A_1	0.073257378	-2.512
SNOO_437850A_1	0.012736235	-1.998
SNOO_157860A_1	0.008608913	-3.346
SNOO_157860A_2	0.02084246	-3.346
SNOO_410710A_1	0.367879441	-2.21
SNOO_083490A_1	0.085023771	0.918
SNOO_075450A_1	0.018298964	-3.363
SNOO_075450A_2	0.020948023	-3.363
SNOO_409140A_1	0.010928511	-1.149
SNOO_409140A_2	0.012862918	-1.149
SNOO_409140A_3	0.020029521	-1.149
SNOO_045260A_1	0.003425609	-2.715
SNOO_045260A_2	0.013784597	-2.715
SNOO_307930A_1	0.367879441	-2.307
SNOO_300750A_1	0.06248525	-1.472
SNOO_107210A_1	0.054607141	-1.991
SNOO_107210A_2	0.011280313	-1.991
SNOO_433910A_1	0.367879441	-0.337
SNOO_305160A_1	0.034700347	-3.303
SNOO_138690A_1	0.021143914	-2.729
SNOO_138690A_2	0.003858875	-2.729
SNOO_138690A_3	0.012741289	-2.729
SNOO_062370A_1	0.367879441	-2.315
SNOO_049860A_1	0.030964223	-3.357
SNOO_049860A_2	0.042865286	-3.357
SNOO_165910A_1	0.00741612	-1.47
SNOO_165910A_2	0.090732533	-1.47
SNOO_165910A_3	0.003262124	-1.47
SNOO_124590A_1	0.023513855	-3.086
SNOO_124590A_2	0.012862918	-3.086
SNOO_046350A_1	0.367879441	-3.061
SNOO_037670A_1	0.008896191	-3.197
SNOO_037670A_2	0.020557145	-3.197
SNOO_502770_1	0.019336972	-2.069
SNOO_114990A_1	0.015310036	-3.088
SNOO_114990A_2	0.034873351	-3.088
SNOO_404250A_1	0.237671125	-3.064
SNOO_422840A_1	0.367879441	-2.3
SNOO_404010A_1	0.022251898	-2.869
SNOO_067500A_1	0.035373023	-1.875
SNOO_114260A_1	0.00868926	-2.819
SNOO_114260A_2	0.003688259	-2.819
SNOO_125540A_1	0.367879441	0.879
SNOO_024520A_1	0.142406253	-3.062
SNOO_506220_1	0.014206293	-0.257
SNOO_163890A_1	0.015925413	-0.312
SNOO_163890A_2	0.014282266	-0.312
SNOO_104820A_1	0.019809338	0.684
SNOO_446230A_1	0.007505766	-2.729
SNOO_446230A_2	0.012862918	-2.729
SNOO_200930A_1	0.022266329	-3.088
SNOO_200930A_2	0.035373023	-3.088
SNOO_200930A_3	0.035373023	-3.088
SNOO_000980A_1	0.010757443	1.135
SNOO_000980A_2	0.005771162	1.135
SNOO_501650_1	0.106052691	-0.496
SNOO_031080A_1	0.367879441	-3.213
SNOO_063550A_1	0.027546113	-2.956
SNOO_063550A_2	0.05168626	-2.956
SNOO_135880A_1	0.010732058	-3.218
SNOO_135880A_2	0.021594452	-3.218
SNOO_162780A_1	0.092587108	-0.92
SNOO_020700A_1	0.007403652	-0.143
SNOO_020700A_2	0.007403652	-0.143
SNOO_420000A_1	0.367879441	-1.86
SNOO_096220A_1	0.367879441	-2.128
SNOO_009610A_1	0.000505172	-1.619
SNOO_129050A_1	0.01153654	-3.346
SNOO_129050A_2	0.001301804	-3.346
SNOO_408230A_1	0.001196319	-2.729
SNOO_408230A_2	0.000396367	-2.729
SNOO_165390A_1	0.203050341	-3.346
SNOO_557430_1	0.092587108	-1.782
SNOO_150600A_1	0.012241682	-2.8
SNOO_150600A_2	0.001060971	-2.8
SNOO_078310A_1	0.367879441	-2.376
SNOO_132700BC_1	0.035373023	-0.952
SNOO_132700BC_1	0.035373023	-1.828
SNOO_539480_1	0.028890223	-1.469
SNOO_503130_1	0.000302326	-3.389
SNOO_001590A_1	0.040615201	-3.182
SNOO_001590A_2	0.035373023	-3.182
SNOO_083800A_1	0.007435334	-3.338
SNOO_083800A_2	0.012862918	-3.338
SNOO_080430A_1	0.073257378	0.664
SNOO_052840A_1	0.017760793	-0.49
SNOO_594970_1	0.019806431	-2.472
SNOO_444270A_1	0.367879441	-2.6
SNOO_421750A_1	0.048951049	-2.976
SNOO_421750A_2	0.059748131	-2.976
SNOO_055480A_1	0.032077084	1.102
SNOO_026940A_1	0.100380849	-2.056
SNOO_009270A_1	0.03380895	-2.239
SNOO_009270A_2	0.03380895	-2.239
SNOO_422380A_1	0.034259708	-2.109
SNOO_422380A_1	0.034259708	-3.046
SNOO_422380A_2	0.034259708	-2.109
SNOO_422380A_2	0.034259708	-3.046
SNOO_095980A_1	0.367879441	-3.346
SNOO_008710A_1	0.009833406	-2.642
SNOO_008710A_2	0.001186614	-2.642
SNOO_140260A_1	0.03173265	-1.902
SNOO_403460A_1	0.118136588	-0.885
SNOO_030730A_1	0.367879441	-0.057
SNOO_407480A_1	0.005170805	-2.506
SNOO_407480A_2	0.003231753	-2.506
SNOO_501870_1	0.002511773	-3.162
SNOO_118080A_1	0.027311243	-2.202
SNOO_066430A_1	0.173639096	-3.206
SNOO_137990A_1	0.037593865	-2.799
SNOO_407290A_1	0.367879441	-2.608
SNOO_626430_1	0.012862918	-2.747
SNOO_626430_2	0.012862918	-2.747
SNOO_099030A_1	0.367879441	-1.51
SNOO_153540A_1	0.038917567	-1.829
SNOO_404340A_1	0.000390304	-1.405
SNOO_404340A_2	0.000728567	-1.405
SNOO_444820A_1	0.142795309	-0.81
SNOO_000310A_1	0.1648291	-3.115
SNOO_132650A_1	0.035373023	-3.178
SNOO_421030A_1	0.012862918	-1.599
SNOO_421030A_2	0.012862918	-1.599
SNOO_075730A_1	0.01425089	-2.614
SNOO_079460A_1	0.007852882	-3.383
SNOO_415950A_1	0.010795286	-1.544
SNOO_415950A_2	0.016183204	-1.544
SNOO_008360A_1	0.025357602	-3.022
SNOO_008360A_2	0.037636168	-3.022
SNOO_201310A_1	0.04456478	-1.776
SNOO_521100_1	0.001529948	-1.959
SNOO_521100_2	0.001529948	-1.959
SNOO_134290A_1	0.002795828	-2.698
SNOO_063630A_1	0.011471874	-2.39
SNOO_063630A_2	5.82e-05	-2.39
SNOO_448020A_1	0.013752777	-2.213
SNOO_448020A_2	0.010272908	-2.213
SNOO_446200A_1	0.030415036	-3.102
SNOO_446200A_2	0.034557257	-3.102
SNOO_443680A_1	0.07384055	-1.493
SNOO_098660A_1	0.100868891	-1.59
SNOO_401530A_1	0.054848529	-3.037
SNOO_038880AB_1	0.367879441	-1.231
SNOO_104620A_1	0.035373023	-3.241
SNOO_444570A_1	0.041873794	-2.027
SNOO_409210A_1	0.095292209	-1.746
SNOO_409210A_2	0.095292209	-1.746
SNOO_416960A_1	0.367879441	-2.909
SNOO_005810A_1	0.095814963	-3.346
SNOO_142970A_1	0.00680995	-1.342
SNOO_430870A_1	0.040558268	-1.086
SNOO_099500A_1	0.013039315	-2.599
SNOO_049700A_1	0.000998336	-2.618
SNOO_049700A_2	0.004909349	-2.618
SNOO_597720_1	0.007650348	-0.398
SNOO_065400A_1	0.02447122	-3.379
SNOO_065400A_2	0.018269974	-3.379
SNOO_065400A_3	0.006212301	-3.379
SNOO_431520A_1	0.023513743	-3.346
SNOO_431520A_2	0.012862918	-3.346
SNOO_550200_1	0.029313518	-2.373
SNOO_113410A_1	0.035373023	-2.97
SNOO_163060A_1	0.012026042	-3.022
SNOO_163060A_2	0.004116602	-3.022
SNOO_121220A_1	0.367879441	-2.535
SNOO_071260A_1	0.001465339	-2.124
SNOO_071260A_2	0.035058689	-2.124
SNOO_046260A_1	0.02394485	-3.346
SNOO_046260A_2	0.021898413	-3.346
SNOO_132330A_1	0.203050341	-1.782
SNOO_429430A_1	0.025981702	-2.971
SNOO_088280A_1	0.007075634	-3.346
SNOO_093450A_1	0.005634716	-2.782
SNOO_093450A_2	0.003662634	-2.782
SNOO_138610A_1	0.367879441	-2.545
SNOO_536060_1	0.002985776	-1.951
SNOO_137970A_1	0.367879441	-3.338
SNOO_524940_1	0.016413736	-2.566
SNOO_115860A_1	0.021899916	-3.042
SNOO_115860A_2	0.048012997	-3.042
SNOO_114900A_1	0.035682781	-2.075
SNOO_114900A_2	0.003112051	-2.075
SNOO_427670A_1	0.017080678	-3.042
SNOO_029220A_1	0.032441666	-0.497
SNOO_029220A_2	0.044689269	-0.497
SNOO_123650A_1	0.055251622	-1.772
SNOO_123650A_2	0.017205024	-1.772
SNOO_112000A_1	0.084069621	-2.055
SNOO_404720A_1	0.182705226	-2.763
SNOO_109530A_1	0.367879441	-3.366
SNOO_067930A_1	0.017574956	-3.271
SNOO_067930A_2	0.017574956	-3.271
SNOO_017680A_1	0.027203464	-3.338
SNOO_017680A_2	0.053861384	-3.338
SNOO_162350A_1	0.019111933	-1.907
SNOO_533120_1	0.036405686	-2.852
SNOO_061710A_1	0.017592126	-0.959
SNOO_061710A_2	0.009435626	-0.959
SNOO_052590A_1	0.085023771	-3.042
SNOO_432280A_1	0.027826237	-3.378
SNOO_001790A_1	0.040499914	-2.985
SNOO_001790A_2	0.021235444	-2.985
SNOO_123160A_1	0.024887721	-2.681
SNOO_123160A_2	0.013067623	-2.681
SNOO_407180A_1	0.000169509	-2.695
SNOO_407180A_2	0.044505689	-2.695
SNOO_427560A_1	0.031715871	-3.197
SNOO_427560A_2	0.006290121	-3.197
SNOO_427560A_3	0.015086959	-3.197
SNOO_505590_1	0.002937075	-2.66
SNOO_095450A_1	0.066577596	-1.696
SNOO_095450A_2	0.037180841	-1.696
SNOO_639470_1	0.035633518	-2.311
SNOO_080980A_1	0.004914594	-2.618
SNOO_080980A_2	0.010243425	-2.618
SNOO_080980A_3	0.03041525	-2.618
SNOO_438940A_1	0.110868406	-3.042
SNOO_003610A_1	0.367879441	0.278
SNOO_115310A_1	0.07163693	-0.873
SNOO_094810A_1	0.002197329	-2.847
SNOO_094810A_2	0.014958202	-2.847
SNOO_568650_1	0.027902676	-1.609
SNOO_568650_2	0.030539925	-1.609
SNOO_435180A_1	0.367879441	-1.204
SNOO_130940A_1	0.081218287	-3.298
SNOO_401190A_1	0.141448953	-3.312
SNOO_078110A_1	0.003858875	-3.346
SNOO_078110A_2	0.021143914	-3.346
SNOO_590750_1	0.007128482	-2.381
SNOO_590750_2	0.016503114	-2.381
SNOO_566260_1	0.021899916	-2.197
SNOO_566260_2	0.054598448	-2.197
SNOO_075660A_1	0.035064481	-2.865
SNOO_021830A_1	0.004290784	-2.405
SNOO_021830A_2	0.000992049	-2.405
SNOO_507760_1	0.022003607	-2.31
SNOO_155270A_1	0.102481163	-2.636
SNOO_446050A_1	0.007492239	0.315
SNOO_446050A_2	0.011931662	0.315
SNOO_446050A_3	0.014263397	0.315
SNOO_562690_1	0.0091606	-3.206
SNOO_562690_2	0.021594452	-3.206
SNOO_092160A_1	0.040390571	-2.642
SNOO_092160A_2	0.021460524	-2.642
SNOO_092160A_3	0.022757057	-2.642
SNOO_119040A_1	0.007403652	-2.826
SNOO_119040A_2	0.029251099	-2.826
SNOO_119040A_3	0.019704505	-2.826
SNOO_131650A_1	0.003858875	-3.188
SNOO_131650A_2	0.01846257	-3.188
SNOO_009410A_1	0.001107564	-2.18
SNOO_009410A_2	0.017520584	-2.18
SNOO_037230A_1	0.000256633	-2.453
SNOO_156540A_1	0.035602525	-2.425
SNOO_539690_1	0.166263094	-3.14
SNOO_420060A_1	0.000132563	-2.83
SNOO_420060A_2	0.005058511	-2.83
SNOO_155960A_1	0.102481163	-2.633
SNOO_657010_1	0.029313518	-2.562
SNOO_418780A_1	0.367879441	-1.662
SNOO_117160A_1	0.02908451	-2.739
SNOO_084460A_1	0.367879441	-3.559
SNOO_417230A_1	0.029131452	-2.971
SNOO_507350_1	0.142795309	0.711
SNOO_158640A_1	0.018320631	-2.423
SNOO_158640A_2	0.025327557	-2.423
SNOO_030600A_1	0.036405686	-0.744
SNOO_110920A_1	0.053837735	-2.117
SNOO_110920A_2	0.035373023	-2.117
SNOO_137440A_1	0.036656177	-3.263
SNOO_137440A_2	0.026345773	-3.263
SNOO_063930A_1	0.019754053	0.865
SNOO_502060_1	0.367879441	-3.169
SNOO_412600A_1	0.007593837	-1.333
SNOO_417690A_1	0.022564759	0.249
SNOO_417690A_2	0.00473337	0.249
SNOO_013890A_1	0.001688103	-2.315
SNOO_013890A_2	0.013366673	-2.315
SNOO_013890A_3	0.012862918	-2.315
SNOO_048060A_1	0.005224572	-2.795
SNOO_048060A_2	0.057227902	-2.795
SNOO_048060A_3	0.065141124	-2.795
SNOO_301260A_1	0.021885223	-3.346
SNOO_301260A_2	0.016383089	-3.346
SNOO_034930B_1	0.039742161	-1.886
SNOO_034930B_1	0.039742161	-3.307
SNOO_448250A_1	0.066002595	-1.244
SNOO_046220A_1	0.022674394	-2.012
SNOO_156760A_1	0.367879441	-2.55
SNOO_309640A_1	0.003725102	-2.4
SNOO_309640A_2	0.002519592	-2.4
SNOO_093230A_1	0.036968299	-3.181
SNOO_072250A_1	0.009435626	-3.088
SNOO_072250A_2	0.014277389	-3.088
SNOO_402850A_1	0.165545749	-3.423
SNOO_522370_1	0.139739496	-3.018
SNOO_529840_1	0.010111511	-3.01
SNOO_443370A_1	0.047888333	-3.042
SNOO_526970_1	0.016308448	-2.743
SNOO_526970_2	0.00702702	-2.743
SNOO_443710A_1	0.07928641	-2.798
SNOO_119930A_1	0.026006522	-2.806
SNOO_119930A_2	0.047764175	-2.806
SNOO_158450A_1	0.027052541	-3.357
SNOO_158450A_2	0.017132013	-3.357
SNOO_309810A_1	0.010356817	-2.648
SNOO_055250A_1	0.136164335	-1.158
SNOO_126920A_1	0.00544058	-1.36
SNOO_047830A_1	0.012862918	-2.315
SNOO_047830A_2	0.012862918	-2.315
SNOO_088860A_1	0.007272476	2.35
SNOO_088860A_2	0.007272476	2.35
SNOO_136440A_1	0.367879441	-3.208
SNOO_503200_1	0.004568709	2.366
SNOO_503200_2	0.008173586	2.366
SNOO_000960A_1	0.028587675	-2.6
SNOO_000960A_2	0.004384115	-2.6
SNOO_516640_1	0.029313518	-2.883
SNOO_033030A_1	0.043909307	-2.231
SNOO_033030A_2	0.035373023	-2.231
SNOO_033030A_3	0.052392379	-2.231
SNOO_141420A_1	0.023715764	-3.346
SNOO_012670A_1	0.007924922	-1.743
SNOO_012670A_2	0.01603737	-1.743
SNOO_012670A_3	0.019575482	-1.743
SNOO_444590A_1	0.01693716	-3.008
SNOO_127690A_1	0.024975438	-1.559
SNOO_127690A_2	0.074870157	-1.559
SNOO_150630A_1	0.098186413	-2.748
SNOO_150630A_2	0.035373023	-2.748
SNOO_079820A_1	0.02888223	-3.346
SNOO_079820A_2	0.035373023	-3.346
SNOO_079820A_3	0.035373023	-3.346
SNOO_004870A_1	0.012361967	-2.29
SNOO_004870A_2	0.025628976	-2.29
SNOO_163780A_1	0.066246918	-0.547
SNOO_144720A_1	0.016201809	0.49
SNOO_566860_1	0.081218287	-2.042
SNOO_432150A_1	0.016178397	0.144
SNOO_432150A_2	0.013627063	0.144
SNOO_528550_1	0.013667245	-2.905
SNOO_159200A_1	0.078932746	-1.824
SNOO_519440_1	0.175298257	-3.108
